images,date,shoot,frame,bbox_loc,miss_or_broken
frame_02-01-2024_SHOT0004_0.jpg,02-01-2024,SHOT0004,0,[],broken
frame_02-01-2024_SHOT0004_141.jpg,02-01-2024,SHOT0004,141,"[[1050.6153564453125, 574.6131591796875, 1078.275634765625, 602.590087890625]]",miss
frame_02-01-2024_SHOT0004_47.jpg,02-01-2024,SHOT0004,47,"[[1076.4500732421875, 422.96588134765625, 1147.89794921875, 501.2757873535156]]",miss
frame_02-01-2024_SHOT0004_94.jpg,02-01-2024,SHOT0004,94,"[[1351.151611328125, 745.0097045898438, 1403.0257568359375, 796.5659790039062]]",miss
frame_02-01-2024_SHOT0005_0.jpg,02-01-2024,SHOT0005,0,[],broken
frame_02-01-2024_SHOT0005_141.jpg,02-01-2024,SHOT0005,141,"[[1441.435302734375, 643.0000610351562, 1480.58447265625, 683.3880615234375]]",miss
frame_02-01-2024_SHOT0005_47.jpg,02-01-2024,SHOT0005,47,"[[1148.5013427734375, 445.56976318359375, 1218.3717041015625, 514.57470703125]]",miss
frame_02-01-2024_SHOT0005_94.jpg,02-01-2024,SHOT0005,94,"[[1110.803466796875, 614.019287109375, 1163.5609130859375, 668.7520751953125]]",miss
frame_02-01-2024_SHOT0006_0.jpg,02-01-2024,SHOT0006,0,[],broken
frame_02-01-2024_SHOT0006_141.jpg,02-01-2024,SHOT0006,141,[],broken
frame_02-01-2024_SHOT0006_47.jpg,02-01-2024,SHOT0006,47,"[[1412.4283447265625, 439.4599304199219, 1482.4166259765625, 518.71826171875]]",miss
frame_02-01-2024_SHOT0006_94.jpg,02-01-2024,SHOT0006,94,"[[1128.42041015625, 662.229248046875, 1175.3831787109375, 710.9354858398438]]",miss
frame_02-01-2024_SHOT0007_0.jpg,02-01-2024,SHOT0007,0,"[[1574.946044921875, 466.0590515136719, 1620.0667724609375, 513.150390625]]",miss
frame_02-01-2024_SHOT0007_141.jpg,02-01-2024,SHOT0007,141,"[[1090.3778076171875, 769.3899536132812, 1136.2559814453125, 814.9321899414062]]",miss
frame_02-01-2024_SHOT0007_188.jpg,02-01-2024,SHOT0007,188,[],broken
frame_02-01-2024_SHOT0007_235.jpg,02-01-2024,SHOT0007,235,[],broken
frame_02-01-2024_SHOT0007_282.jpg,02-01-2024,SHOT0007,282,[],broken
frame_02-01-2024_SHOT0007_329.jpg,02-01-2024,SHOT0007,329,"[[973.255126953125, 327.7379150390625, 1012.2599487304688, 368.5732727050781]]",miss
frame_02-01-2024_SHOT0007_376.jpg,02-01-2024,SHOT0007,376,"[[1278.1427001953125, 664.3689575195312, 1316.1317138671875, 702.957763671875]]",miss
frame_02-01-2024_SHOT0007_423.jpg,02-01-2024,SHOT0007,423,"[[1170.3089599609375, 620.184814453125, 1210.2784423828125, 662.92724609375]]",miss
frame_02-01-2024_SHOT0007_47.jpg,02-01-2024,SHOT0007,47,"[[1312.8775634765625, 643.830810546875, 1352.018798828125, 684.3389282226562]]",miss
frame_02-01-2024_SHOT0007_470.jpg,02-01-2024,SHOT0007,470,"[[818.3446044921875, 467.6336669921875, 856.527587890625, 506.9180908203125]]",miss
frame_02-01-2024_SHOT0007_517.jpg,02-01-2024,SHOT0007,517,[],broken
frame_02-01-2024_SHOT0007_94.jpg,02-01-2024,SHOT0007,94,"[[1146.41162109375, 666.0281372070312, 1189.0472412109375, 710.4296875]]",miss
frame_02-01-2024_SHOT0008_0.jpg,02-01-2024,SHOT0008,0,"[[1365.9632568359375, 460.5304260253906, 1403.5103759765625, 501.2278747558594]]",miss
frame_02-01-2024_SHOT0008_141.jpg,02-01-2024,SHOT0008,141,"[[1305.3992919921875, 552.8416137695312, 1353.361572265625, 603.8363647460938]]",miss
frame_02-01-2024_SHOT0008_188.jpg,02-01-2024,SHOT0008,188,[],broken
frame_02-01-2024_SHOT0008_235.jpg,02-01-2024,SHOT0008,235,[],broken
frame_02-01-2024_SHOT0008_282.jpg,02-01-2024,SHOT0008,282,[],broken
frame_02-01-2024_SHOT0008_329.jpg,02-01-2024,SHOT0008,329,"[[1145.120361328125, 499.7645568847656, 1180.4158935546875, 535.7654418945312]]",miss
frame_02-01-2024_SHOT0008_376.jpg,02-01-2024,SHOT0008,376,"[[1415.670166015625, 617.21728515625, 1449.366455078125, 653.18701171875]]",miss
frame_02-01-2024_SHOT0008_423.jpg,02-01-2024,SHOT0008,423,"[[1100.857421875, 675.1575317382812, 1139.54296875, 717.80615234375]]",miss
frame_02-01-2024_SHOT0008_47.jpg,02-01-2024,SHOT0008,47,"[[1226.2799072265625, 629.1799926757812, 1269.164794921875, 672.3682861328125]]",miss
frame_02-01-2024_SHOT0008_470.jpg,02-01-2024,SHOT0008,470,[],broken
frame_02-01-2024_SHOT0008_94.jpg,02-01-2024,SHOT0008,94,"[[1118.82080078125, 676.9087524414062, 1169.2252197265625, 731.3311157226562]]",miss
frame_02-01-2024_SHOT0009_0.jpg,02-01-2024,SHOT0009,0,"[[1499.9815673828125, 305.75537109375, 1535.53857421875, 341.64947509765625]]",miss
frame_02-01-2024_SHOT0009_141.jpg,02-01-2024,SHOT0009,141,[],broken
frame_02-01-2024_SHOT0009_188.jpg,02-01-2024,SHOT0009,188,[],broken
frame_02-01-2024_SHOT0009_235.jpg,02-01-2024,SHOT0009,235,[],broken
frame_02-01-2024_SHOT0009_282.jpg,02-01-2024,SHOT0009,282,"[[610.6048583984375, 186.84091186523438, 650.9639892578125, 231.45993041992188]]",miss
frame_02-01-2024_SHOT0009_329.jpg,02-01-2024,SHOT0009,329,"[[1240.361328125, 587.0263061523438, 1282.00439453125, 630.0780639648438]]",miss
frame_02-01-2024_SHOT0009_376.jpg,02-01-2024,SHOT0009,376,"[[1123.8543701171875, 555.8865356445312, 1167.8277587890625, 601.577880859375]]",miss
frame_02-01-2024_SHOT0009_423.jpg,02-01-2024,SHOT0009,423,"[[1099.2271728515625, 587.83056640625, 1142.994873046875, 636.28369140625]]",miss
frame_02-01-2024_SHOT0009_47.jpg,02-01-2024,SHOT0009,47,"[[1253.426025390625, 631.8950805664062, 1294.0601806640625, 673.6395874023438]]",miss
frame_02-01-2024_SHOT0009_470.jpg,02-01-2024,SHOT0009,470,[],broken
frame_02-01-2024_SHOT0009_94.jpg,02-01-2024,SHOT0009,94,"[[1076.336669921875, 630.811279296875, 1119.46630859375, 675.083251953125]]",miss
frame_02-01-2024_SHOT0010_0.jpg,02-01-2024,SHOT0010,0,"[[1526.3087158203125, 513.086669921875, 1572.619873046875, 565.032958984375]]",miss
frame_02-01-2024_SHOT0010_141.jpg,02-01-2024,SHOT0010,141,"[[1053.1978759765625, 662.3184204101562, 1094.4190673828125, 705.2437744140625]]",miss
frame_02-01-2024_SHOT0010_188.jpg,02-01-2024,SHOT0010,188,[],broken
frame_02-01-2024_SHOT0010_235.jpg,02-01-2024,SHOT0010,235,[],broken
frame_02-01-2024_SHOT0010_282.jpg,02-01-2024,SHOT0010,282,"[[878.2892456054688, 390.6801452636719, 919.6809692382812, 433.3291320800781]]",miss
frame_02-01-2024_SHOT0010_329.jpg,02-01-2024,SHOT0010,329,"[[1306.91064453125, 623.4279174804688, 1345.3756103515625, 662.946044921875]]",miss
frame_02-01-2024_SHOT0010_376.jpg,02-01-2024,SHOT0010,376,"[[1145.9326171875, 599.0060424804688, 1186.8857421875, 641.1723022460938]]",miss
frame_02-01-2024_SHOT0010_423.jpg,02-01-2024,SHOT0010,423,"[[953.349853515625, 621.5830078125, 986.3900756835938, 660.0496826171875]]",miss
frame_02-01-2024_SHOT0010_47.jpg,02-01-2024,SHOT0010,47,"[[1270.986083984375, 673.557861328125, 1304.788818359375, 707.6796264648438]]",miss
frame_02-01-2024_SHOT0010_470.jpg,02-01-2024,SHOT0010,470,[],broken
frame_02-01-2024_SHOT0010_94.jpg,02-01-2024,SHOT0010,94,"[[1153.2333984375, 687.801513671875, 1198.496826171875, 735.7574462890625]]",miss
frame_02-01-2024_SHOT0011_0.jpg,02-01-2024,SHOT0011,0,"[[1552.427734375, 262.59686279296875, 1592.53564453125, 304.0978698730469]]",miss
frame_02-01-2024_SHOT0011_141.jpg,02-01-2024,SHOT0011,141,[],broken
frame_02-01-2024_SHOT0011_188.jpg,02-01-2024,SHOT0011,188,[],broken
frame_02-01-2024_SHOT0011_235.jpg,02-01-2024,SHOT0011,235,"[[459.0249938964844, 745.0393676757812, 495.4244689941406, 783.9735717773438]]",miss
frame_02-01-2024_SHOT0011_282.jpg,02-01-2024,SHOT0011,282,"[[1618.4296875, 667.9093627929688, 1657.018310546875, 706.2927856445312]]",miss
frame_02-01-2024_SHOT0011_329.jpg,02-01-2024,SHOT0011,329,"[[1069.0875244140625, 658.763671875, 1105.4068603515625, 697.09033203125]]",miss
frame_02-01-2024_SHOT0011_376.jpg,02-01-2024,SHOT0011,376,[],broken
frame_02-01-2024_SHOT0011_423.jpg,02-01-2024,SHOT0011,423,[],broken
frame_02-01-2024_SHOT0011_47.jpg,02-01-2024,SHOT0011,47,"[[1289.2762451171875, 599.039794921875, 1337.77880859375, 647.2743530273438]]",miss
frame_02-01-2024_SHOT0011_94.jpg,02-01-2024,SHOT0011,94,"[[1104.2012939453125, 662.5164794921875, 1147.9041748046875, 707.8294067382812]]",miss
frame_02-01-2024_SHOT0012_0.jpg,02-01-2024,SHOT0012,0,[],broken
frame_02-01-2024_SHOT0012_141.jpg,02-01-2024,SHOT0012,141,[],broken
frame_02-01-2024_SHOT0012_188.jpg,02-01-2024,SHOT0012,188,[],broken
frame_02-01-2024_SHOT0012_235.jpg,02-01-2024,SHOT0012,235,[],broken
frame_02-01-2024_SHOT0012_282.jpg,02-01-2024,SHOT0012,282,"[[1157.982666015625, 497.3291931152344, 1199.27099609375, 540.3560180664062]]",miss
frame_02-01-2024_SHOT0012_329.jpg,02-01-2024,SHOT0012,329,"[[1352.8572998046875, 636.3339233398438, 1391.4349365234375, 675.8081665039062]]",miss
frame_02-01-2024_SHOT0012_376.jpg,02-01-2024,SHOT0012,376,"[[1222.028564453125, 588.6715698242188, 1262.7880859375, 631.1417236328125]]",miss
frame_02-01-2024_SHOT0012_423.jpg,02-01-2024,SHOT0012,423,"[[1079.828369140625, 593.0968627929688, 1120.0831298828125, 633.7322387695312]]",miss
frame_02-01-2024_SHOT0012_47.jpg,02-01-2024,SHOT0012,47,"[[1206.1588134765625, 614.1292724609375, 1252.7850341796875, 665.3692626953125]]",miss
frame_02-01-2024_SHOT0012_470.jpg,02-01-2024,SHOT0012,470,[],broken
frame_02-01-2024_SHOT0012_94.jpg,02-01-2024,SHOT0012,94,"[[1083.5960693359375, 651.9664306640625, 1126.853271484375, 699.1806030273438]]",miss
frame_02-01-2024_SHOT0013_0.jpg,02-01-2024,SHOT0013,0,"[[1459.5545654296875, 548.756591796875, 1500.231201171875, 591.8734130859375]]",miss
frame_02-01-2024_SHOT0013_141.jpg,02-01-2024,SHOT0013,141,"[[1087.25537109375, 473.0630798339844, 1122.9144287109375, 509.0436706542969]]",miss
frame_02-01-2024_SHOT0013_188.jpg,02-01-2024,SHOT0013,188,[],broken
frame_02-01-2024_SHOT0013_235.jpg,02-01-2024,SHOT0013,235,[],broken
frame_02-01-2024_SHOT0013_282.jpg,02-01-2024,SHOT0013,282,"[[1350.6419677734375, 638.9715576171875, 1384.8665771484375, 674.8629760742188]]",miss
frame_02-01-2024_SHOT0013_329.jpg,02-01-2024,SHOT0013,329,"[[1244.4005126953125, 569.8342895507812, 1286.343994140625, 612.9063110351562]]",miss
frame_02-01-2024_SHOT0013_376.jpg,02-01-2024,SHOT0013,376,"[[1244.56103515625, 595.091796875, 1287.5592041015625, 639.3967895507812]]",miss
frame_02-01-2024_SHOT0013_423.jpg,02-01-2024,SHOT0013,423,"[[1145.919921875, 589.2049560546875, 1190.96337890625, 636.6286010742188]]",miss
frame_02-01-2024_SHOT0013_47.jpg,02-01-2024,SHOT0013,47,"[[1179.8306884765625, 630.826171875, 1221.9840087890625, 674.8003540039062]]",miss
frame_02-01-2024_SHOT0013_470.jpg,02-01-2024,SHOT0013,470,[],broken
frame_02-01-2024_SHOT0013_517.jpg,02-01-2024,SHOT0013,517,[],broken
frame_02-01-2024_SHOT0013_94.jpg,02-01-2024,SHOT0013,94,"[[1094.2203369140625, 679.4555053710938, 1139.746337890625, 729.0043334960938]]",miss
frame_02-01-2024_SHOT0014_0.jpg,02-01-2024,SHOT0014,0,"[[1439.2406005859375, 612.9140625, 1483.3876953125, 660.9026489257812]]",miss
frame_02-01-2024_SHOT0014_141.jpg,02-01-2024,SHOT0014,141,[],broken
frame_02-01-2024_SHOT0014_188.jpg,02-01-2024,SHOT0014,188,[],broken
frame_02-01-2024_SHOT0014_235.jpg,02-01-2024,SHOT0014,235,[],broken
frame_02-01-2024_SHOT0014_282.jpg,02-01-2024,SHOT0014,282,"[[828.35009765625, 545.9046630859375, 866.0966796875, 586.3173217773438]]",miss
frame_02-01-2024_SHOT0014_329.jpg,02-01-2024,SHOT0014,329,"[[1299.3045654296875, 568.7677612304688, 1339.34912109375, 610.2839965820312]]",miss
frame_02-01-2024_SHOT0014_376.jpg,02-01-2024,SHOT0014,376,"[[1258.4215087890625, 596.1538696289062, 1303.7431640625, 641.6376953125]]",miss
frame_02-01-2024_SHOT0014_423.jpg,02-01-2024,SHOT0014,423,"[[1110.09033203125, 588.8353271484375, 1153.1280517578125, 633.0526123046875]]",miss
frame_02-01-2024_SHOT0014_47.jpg,02-01-2024,SHOT0014,47,"[[1141.1890869140625, 672.521728515625, 1185.6343994140625, 720.26953125]]",miss
frame_02-01-2024_SHOT0014_470.jpg,02-01-2024,SHOT0014,470,"[[1130.074951171875, 678.7860717773438, 1171.2861328125, 723.6395874023438]]",miss
frame_02-01-2024_SHOT0014_94.jpg,02-01-2024,SHOT0014,94,"[[1090.08740234375, 646.40185546875, 1134.9083251953125, 692.28564453125]]",miss
frame_02-01-2024_SHOT0015_0.jpg,02-01-2024,SHOT0015,0,"[[1513.617431640625, 465.6554870605469, 1549.7808837890625, 503.2193603515625]]",miss
frame_02-01-2024_SHOT0015_141.jpg,02-01-2024,SHOT0015,141,"[[842.21923828125, 852.6012573242188, 887.9722290039062, 901.195556640625]]",miss
frame_02-01-2024_SHOT0015_188.jpg,02-01-2024,SHOT0015,188,[],broken
frame_02-01-2024_SHOT0015_235.jpg,02-01-2024,SHOT0015,235,[],broken
frame_02-01-2024_SHOT0015_282.jpg,02-01-2024,SHOT0015,282,"[[1129.60498046875, 543.1373901367188, 1171.20458984375, 588.5781860351562]]",miss
frame_02-01-2024_SHOT0015_329.jpg,02-01-2024,SHOT0015,329,"[[1298.3897705078125, 631.8424072265625, 1336.942626953125, 671.0817260742188]]",miss
frame_02-01-2024_SHOT0015_376.jpg,02-01-2024,SHOT0015,376,"[[1120.287109375, 574.0642700195312, 1163.541015625, 619.515625]]",miss
frame_02-01-2024_SHOT0015_423.jpg,02-01-2024,SHOT0015,423,[],broken
frame_02-01-2024_SHOT0015_47.jpg,02-01-2024,SHOT0015,47,"[[1252.98046875, 665.84619140625, 1290.0625, 704.6206665039062]]",miss
frame_02-01-2024_SHOT0015_470.jpg,02-01-2024,SHOT0015,470,"[[1196.32373046875, 799.7687377929688, 1243.467529296875, 852.1817626953125]]",miss
frame_02-01-2024_SHOT0015_94.jpg,02-01-2024,SHOT0015,94,"[[1132.796875, 637.4092407226562, 1179.66162109375, 688.892333984375]]",miss
frame_02-01-2024_SHOT0016_0.jpg,02-01-2024,SHOT0016,0,"[[1807.6993408203125, 399.91046142578125, 1858.5494384765625, 451.8228454589844]]",miss
frame_02-01-2024_SHOT0016_141.jpg,02-01-2024,SHOT0016,141,"[[1048.95166015625, 647.1558837890625, 1087.5533447265625, 687.7186889648438]]",miss
frame_02-01-2024_SHOT0016_188.jpg,02-01-2024,SHOT0016,188,[],broken
frame_02-01-2024_SHOT0016_235.jpg,02-01-2024,SHOT0016,235,[],broken
frame_02-01-2024_SHOT0016_282.jpg,02-01-2024,SHOT0016,282,[],broken
frame_02-01-2024_SHOT0016_329.jpg,02-01-2024,SHOT0016,329,"[[1092.9844970703125, 531.1229248046875, 1130.9755859375, 570.751220703125]]",miss
frame_02-01-2024_SHOT0016_376.jpg,02-01-2024,SHOT0016,376,"[[1369.1507568359375, 624.0587158203125, 1407.69677734375, 664.6062622070312]]",miss
frame_02-01-2024_SHOT0016_423.jpg,02-01-2024,SHOT0016,423,"[[1219.6646728515625, 622.07861328125, 1258.350341796875, 663.5200805664062]]",miss
frame_02-01-2024_SHOT0016_47.jpg,02-01-2024,SHOT0016,47,[],broken
frame_02-01-2024_SHOT0016_470.jpg,02-01-2024,SHOT0016,470,"[[1126.8043212890625, 613.8880004882812, 1171.155517578125, 659.8345947265625]]",miss
frame_02-01-2024_SHOT0016_517.jpg,02-01-2024,SHOT0016,517,[],broken
frame_02-01-2024_SHOT0016_564.jpg,02-01-2024,SHOT0016,564,[],broken
frame_02-01-2024_SHOT0016_94.jpg,02-01-2024,SHOT0016,94,"[[1110.074951171875, 698.2886352539062, 1151.354736328125, 740.878173828125]]",miss
frame_02-01-2024_SHOT0017_0.jpg,02-01-2024,SHOT0017,0,"[[1365.0762939453125, 478.4757385253906, 1417.033935546875, 537.5081787109375]]",miss
frame_02-01-2024_SHOT0017_141.jpg,02-01-2024,SHOT0017,141,"[[1122.8758544921875, 715.8012084960938, 1166.3690185546875, 762.7815551757812]]",miss
frame_02-01-2024_SHOT0017_188.jpg,02-01-2024,SHOT0017,188,[],broken
frame_02-01-2024_SHOT0017_235.jpg,02-01-2024,SHOT0017,235,[],broken
frame_02-01-2024_SHOT0017_282.jpg,02-01-2024,SHOT0017,282,"[[1384.3458251953125, 530.0338134765625, 1443.7177734375, 593.4583740234375]]",miss
frame_02-01-2024_SHOT0017_329.jpg,02-01-2024,SHOT0017,329,[],broken
frame_02-01-2024_SHOT0017_376.jpg,02-01-2024,SHOT0017,376,"[[1177.080322265625, 606.5830078125, 1210.0650634765625, 638.4779052734375], [1718.884765625, 644.9877319335938, 1763.8634033203125, 693.4522705078125]]",miss
frame_02-01-2024_SHOT0017_47.jpg,02-01-2024,SHOT0017,47,"[[1371.9083251953125, 540.70849609375, 1420.0272216796875, 594.34033203125]]",miss
frame_02-01-2024_SHOT0017_94.jpg,02-01-2024,SHOT0017,94,"[[1421.966064453125, 554.6463623046875, 1470.46044921875, 607.3955688476562], [1414.9306640625, 549.4542846679688, 1475.219482421875, 611.4602661132812]]",miss
frame_02-01-2024_SHOT0018_0.jpg,02-01-2024,SHOT0018,0,"[[1179.581787109375, 555.9851684570312, 1229.60009765625, 608.954345703125]]",miss
frame_02-01-2024_SHOT0018_141.jpg,02-01-2024,SHOT0018,141,"[[1247.4979248046875, 657.761962890625, 1282.70703125, 695.5548095703125]]",miss
frame_02-01-2024_SHOT0018_47.jpg,02-01-2024,SHOT0018,47,"[[1279.2239990234375, 532.8209838867188, 1330.779296875, 587.660400390625]]",miss
frame_02-01-2024_SHOT0018_94.jpg,02-01-2024,SHOT0018,94,"[[1386.6771240234375, 573.5599975585938, 1439.634765625, 631.10791015625]]",miss
frame_02-01-2024_SHOT0019_0.jpg,02-01-2024,SHOT0019,0,"[[1408.6668701171875, 516.4779663085938, 1450.332275390625, 561.1753540039062]]",miss
frame_02-01-2024_SHOT0019_141.jpg,02-01-2024,SHOT0019,141,[],broken
frame_02-01-2024_SHOT0019_188.jpg,02-01-2024,SHOT0019,188,[],broken
frame_02-01-2024_SHOT0019_235.jpg,02-01-2024,SHOT0019,235,[],broken
frame_02-01-2024_SHOT0019_282.jpg,02-01-2024,SHOT0019,282,"[[1298.640625, 757.6024780273438, 1352.9783935546875, 812.9567260742188]]",miss
frame_02-01-2024_SHOT0019_329.jpg,02-01-2024,SHOT0019,329,"[[1014.9437866210938, 628.9776611328125, 1069.6651611328125, 686.953857421875]]",miss
frame_02-01-2024_SHOT0019_376.jpg,02-01-2024,SHOT0019,376,[],broken
frame_02-01-2024_SHOT0019_47.jpg,02-01-2024,SHOT0019,47,"[[1134.455078125, 595.2222290039062, 1181.3739013671875, 644.1259765625]]",miss
frame_02-01-2024_SHOT0019_94.jpg,02-01-2024,SHOT0019,94,"[[1080.11669921875, 640.7387084960938, 1123.3140869140625, 687.0341186523438]]",miss
frame_02-01-2024_SHOT0020_0.jpg,02-01-2024,SHOT0020,0,"[[1484.001220703125, 686.60888671875, 1525.2540283203125, 730.8958740234375]]",miss
frame_02-01-2024_SHOT0020_141.jpg,02-01-2024,SHOT0020,141,[],broken
frame_02-01-2024_SHOT0020_188.jpg,02-01-2024,SHOT0020,188,[],broken
frame_02-01-2024_SHOT0020_235.jpg,02-01-2024,SHOT0020,235,[],broken
frame_02-01-2024_SHOT0020_282.jpg,02-01-2024,SHOT0020,282,"[[1595.73046875, 674.68408203125, 1651.6826171875, 736.0491943359375]]",miss
frame_02-01-2024_SHOT0020_329.jpg,02-01-2024,SHOT0020,329,"[[1195.7813720703125, 654.1839599609375, 1240.85009765625, 703.6116943359375]]",miss
frame_02-01-2024_SHOT0020_376.jpg,02-01-2024,SHOT0020,376,"[[1039.986572265625, 738.4579467773438, 1072.9287109375, 770.8195190429688]]",miss
frame_02-01-2024_SHOT0020_47.jpg,02-01-2024,SHOT0020,47,"[[1214.621826171875, 622.318603515625, 1257.34375, 667.8402709960938]]",miss
frame_02-01-2024_SHOT0020_94.jpg,02-01-2024,SHOT0020,94,"[[1021.5304565429688, 667.80615234375, 1070.5582275390625, 717.9521484375]]",miss
frame_02-01-2024_SHOT0021_0.jpg,02-01-2024,SHOT0021,0,"[[1395.720947265625, 554.1878662109375, 1435.89453125, 597.751220703125]]",miss
frame_02-01-2024_SHOT0021_141.jpg,02-01-2024,SHOT0021,141,"[[987.2969970703125, 698.6072387695312, 1021.6765747070312, 733.2069702148438]]",miss
frame_02-01-2024_SHOT0021_188.jpg,02-01-2024,SHOT0021,188,[],broken
frame_02-01-2024_SHOT0021_235.jpg,02-01-2024,SHOT0021,235,[],broken
frame_02-01-2024_SHOT0021_282.jpg,02-01-2024,SHOT0021,282,"[[1589.9300537109375, 137.71629333496094, 1647.1925048828125, 200.19692993164062]]",miss
frame_02-01-2024_SHOT0021_329.jpg,02-01-2024,SHOT0021,329,"[[1209.6201171875, 685.2817993164062, 1254.3577880859375, 732.664306640625]]",miss
frame_02-01-2024_SHOT0021_376.jpg,02-01-2024,SHOT0021,376,"[[988.6437377929688, 741.4144287109375, 1023.159423828125, 776.3284912109375]]",miss
frame_02-01-2024_SHOT0021_423.jpg,02-01-2024,SHOT0021,423,[],broken
frame_02-01-2024_SHOT0021_47.jpg,02-01-2024,SHOT0021,47,"[[1197.8538818359375, 699.6331787109375, 1237.9014892578125, 743.12548828125]]",miss
frame_02-01-2024_SHOT0021_94.jpg,02-01-2024,SHOT0021,94,"[[1067.433837890625, 693.325439453125, 1112.1302490234375, 741.1331176757812]]",miss
frame_02-01-2024_SHOT0022_0.jpg,02-01-2024,SHOT0022,0,"[[1251.0775146484375, 547.6993408203125, 1298.58837890625, 598.5974731445312]]",miss
frame_02-01-2024_SHOT0022_141.jpg,02-01-2024,SHOT0022,141,[],broken
frame_02-01-2024_SHOT0022_188.jpg,02-01-2024,SHOT0022,188,[],broken
frame_02-01-2024_SHOT0022_235.jpg,02-01-2024,SHOT0022,235,[],broken
frame_02-01-2024_SHOT0022_282.jpg,02-01-2024,SHOT0022,282,"[[1012.0250854492188, 525.4490966796875, 1068.2506103515625, 583.4842529296875]]",miss
frame_02-01-2024_SHOT0022_329.jpg,02-01-2024,SHOT0022,329,"[[1059.6474609375, 637.4930419921875, 1114.1287841796875, 697.6207275390625]]",miss
frame_02-01-2024_SHOT0022_376.jpg,02-01-2024,SHOT0022,376,[],broken
frame_02-01-2024_SHOT0022_423.jpg,02-01-2024,SHOT0022,423,[],broken
frame_02-01-2024_SHOT0022_47.jpg,02-01-2024,SHOT0022,47,"[[1119.37109375, 659.2412719726562, 1167.6060791015625, 709.2435302734375]]",miss
frame_02-01-2024_SHOT0022_94.jpg,02-01-2024,SHOT0022,94,"[[1025.7998046875, 698.6506958007812, 1076.201416015625, 751.449951171875]]",miss
frame_02-01-2024_SHOT0023_0.jpg,02-01-2024,SHOT0023,0,"[[1396.6025390625, 596.693115234375, 1437.706298828125, 639.418212890625]]",miss
frame_02-01-2024_SHOT0023_141.jpg,02-01-2024,SHOT0023,141,[],broken
frame_02-01-2024_SHOT0023_188.jpg,02-01-2024,SHOT0023,188,[],broken
frame_02-01-2024_SHOT0023_235.jpg,02-01-2024,SHOT0023,235,[],broken
frame_02-01-2024_SHOT0023_282.jpg,02-01-2024,SHOT0023,282,"[[1358.3502197265625, 340.8390197753906, 1416.2972412109375, 407.4295349121094]]",miss
frame_02-01-2024_SHOT0023_329.jpg,02-01-2024,SHOT0023,329,"[[1205.6014404296875, 662.953125, 1250.419189453125, 709.4861450195312]]",miss
frame_02-01-2024_SHOT0023_376.jpg,02-01-2024,SHOT0023,376,"[[972.2920532226562, 797.6119995117188, 1012.6471557617188, 838.9744873046875]]",miss
frame_02-01-2024_SHOT0023_423.jpg,02-01-2024,SHOT0023,423,"[[2418.196044921875, 1410.6322021484375, 2456.506591796875, 1450.8409423828125]]",miss
frame_02-01-2024_SHOT0023_47.jpg,02-01-2024,SHOT0023,47,"[[1177.7825927734375, 665.8139038085938, 1217.3997802734375, 706.0715942382812]]",miss
frame_02-01-2024_SHOT0023_94.jpg,02-01-2024,SHOT0023,94,"[[1014.1859130859375, 694.461181640625, 1059.2493896484375, 741.5131225585938]]",miss
frame_02-01-2024_SHOT0024_0.jpg,02-01-2024,SHOT0024,0,"[[1251.6072998046875, 584.0468139648438, 1297.306884765625, 632.7903442382812]]",miss
frame_02-01-2024_SHOT0024_141.jpg,02-01-2024,SHOT0024,141,[],broken
